,temperature,humidity,P1,P2,timestamp_new
23433,,,76.0,,2023-02-15 00:22:07+00:00
23439,,,77.0,,2023-02-15 00:24:48+00:00
23441,,,87.0,,2023-02-15 00:27:27+00:00
23447,,,66.0,,2023-02-15 00:30:07+00:00
23451,,,58.0,,2023-02-15 00:32:48+00:00
23453,,,63.0,,2023-02-15 00:35:28+00:00
23457,,,85.0,,2023-02-15 00:38:08+00:00
23461,,,55.0,,2023-02-15 00:40:48+00:00
23467,,,90.0,,2023-02-15 00:43:28+00:00
23471,,,77.0,,2023-02-15 00:46:09+00:00
23475,,,40.0,,2023-02-15 00:48:49+00:00
23479,,,53.0,,2023-02-15 00:51:29+00:00
23483,,,30.0,,2023-02-15 00:54:09+00:00
23485,,,51.0,,2023-02-15 00:56:49+00:00
23489,,,69.0,,2023-02-15 00:59:29+00:00
23495,,,36.0,,2023-02-15 01:02:09+00:00
23497,,,46.0,,2023-02-15 01:04:49+00:00
23503,,,42.0,,2023-02-15 01:07:30+00:00
23505,,,41.0,,2023-02-15 01:10:10+00:00
23511,,,27.0,,2023-02-15 01:12:50+00:00
23513,,,77.0,,2023-02-15 01:15:30+00:00
23517,,,24.0,,2023-02-15 01:18:10+00:00
23523,,,18.0,,2023-02-15 01:20:50+00:00
23525,,,30.0,,2023-02-15 01:23:30+00:00
23529,,,21.0,,2023-02-15 01:26:11+00:00
23535,,,36.0,,2023-02-15 01:28:50+00:00
23539,,,22.0,,2023-02-15 01:31:31+00:00
23541,,,29.0,,2023-02-15 01:34:11+00:00
23545,,,22.0,,2023-02-15 01:36:52+00:00
23549,,,23.0,,2023-02-15 01:39:31+00:00
23553,,,17.0,,2023-02-15 01:42:11+00:00
23559,,,33.0,,2023-02-15 01:44:52+00:00
23561,,,33.0,,2023-02-15 01:47:32+00:00
23565,,,29.0,,2023-02-15 01:50:12+00:00
23569,,,24.0,,2023-02-15 01:52:52+00:00
23575,,,43.0,,2023-02-15 01:55:32+00:00
23579,,,23.0,,2023-02-15 01:58:12+00:00
23581,,,34.0,,2023-02-15 02:00:53+00:00
23585,,,20.0,,2023-02-15 02:03:33+00:00
23591,,,40.0,,2023-02-15 02:06:12+00:00
23593,,,31.0,,2023-02-15 02:08:53+00:00
23599,,,48.0,,2023-02-15 02:11:33+00:00
23603,,,32.0,,2023-02-15 02:14:14+00:00
23607,,,19.0,,2023-02-15 02:16:53+00:00
23609,,,16.0,,2023-02-15 02:19:33+00:00
23615,,,27.0,,2023-02-15 02:22:13+00:00
23619,,,24.0,,2023-02-15 02:24:54+00:00
23623,,,29.0,,2023-02-15 02:27:34+00:00
23627,,,40.0,,2023-02-15 02:30:14+00:00
23631,,,43.0,,2023-02-15 02:32:54+00:00
23633,,,41.0,,2023-02-15 02:35:34+00:00
23639,,,36.0,,2023-02-15 02:38:15+00:00
23643,,,29.0,,2023-02-15 02:40:55+00:00
23645,,,29.0,,2023-02-15 02:43:35+00:00
23649,,,44.0,,2023-02-15 02:46:15+00:00
23653,,,43.0,,2023-02-15 02:48:55+00:00
23657,,,35.0,,2023-02-15 02:51:35+00:00
23663,,,35.0,,2023-02-15 02:54:15+00:00
23665,,,29.0,,2023-02-15 02:56:55+00:00
23669,,,19.0,,2023-02-15 02:59:35+00:00
23675,,,27.0,,2023-02-15 03:02:16+00:00
23679,,,46.0,,2023-02-15 03:04:56+00:00
23683,,,34.0,,2023-02-15 03:07:36+00:00
23687,,,47.0,,2023-02-15 03:10:17+00:00
23691,,,46.0,,2023-02-15 03:12:56+00:00
23693,,,57.0,,2023-02-15 03:15:37+00:00
23697,,,35.0,,2023-02-15 03:18:17+00:00
23701,,,44.0,,2023-02-15 03:20:57+00:00
23707,,,77.0,,2023-02-15 03:23:37+00:00
23709,,,60.0,,2023-02-15 03:26:17+00:00
23715,,,55.0,,2023-02-15 03:29:18+00:00
23719,,,55.0,,2023-02-15 03:30:07+00:00
23721,,,119.0,,2023-02-15 03:31:38+00:00
23725,,,73.0,,2023-02-15 03:34:18+00:00
23731,,,102.0,,2023-02-15 03:36:58+00:00
23733,,,53.0,,2023-02-15 03:39:38+00:00
23739,,,65.0,,2023-02-15 03:42:18+00:00
23741,,,84.0,,2023-02-15 03:44:58+00:00
23745,,,48.0,,2023-02-15 03:47:39+00:00
23749,,,53.0,,2023-02-15 03:50:19+00:00
23755,,,59.0,,2023-02-15 03:52:59+00:00
23757,,,62.0,,2023-02-15 03:55:39+00:00
23763,,,67.0,,2023-02-15 03:58:19+00:00
23767,,,109.0,,2023-02-15 04:00:59+00:00
23769,,,88.0,,2023-02-15 04:03:39+00:00
23773,,,79.0,,2023-02-15 04:06:19+00:00
23779,,,112.0,,2023-02-15 04:09:00+00:00
23783,,,69.0,,2023-02-15 04:11:40+00:00
23787,,,76.0,,2023-02-15 04:14:20+00:00
23789,,,104.0,,2023-02-15 04:17:00+00:00
23795,,,77.0,,2023-02-15 04:19:41+00:00
23797,,,76.0,,2023-02-15 04:22:20+00:00
23803,,,116.0,,2023-02-15 04:25:00+00:00
23807,,,88.0,,2023-02-15 04:27:41+00:00
23811,,,46.0,,2023-02-15 04:30:21+00:00
23815,,,58.0,,2023-02-15 04:33:01+00:00
23817,,,82.0,,2023-02-15 04:35:41+00:00
23823,,,58.0,,2023-02-15 04:38:21+00:00
23825,,,111.0,,2023-02-15 04:41:01+00:00
23831,,,95.0,,2023-02-15 04:43:41+00:00
23833,,,96.0,,2023-02-15 04:46:22+00:00
23837,,,87.0,,2023-02-15 04:49:02+00:00
23841,,,98.0,,2023-02-15 04:51:42+00:00
23845,,,102.0,,2023-02-15 04:54:22+00:00
23849,,,70.0,,2023-02-15 04:57:02+00:00
23855,,,70.0,,2023-02-15 04:59:42+00:00
23859,,,81.0,,2023-02-15 05:02:23+00:00
23861,,,107.0,,2023-02-15 05:05:03+00:00
23867,,,89.0,,2023-02-15 05:07:43+00:00
23871,,,52.0,,2023-02-15 05:10:23+00:00
23875,,,49.0,,2023-02-15 05:13:03+00:00
23879,,,49.0,,2023-02-15 05:15:44+00:00
23881,,,45.0,,2023-02-15 05:18:23+00:00
23887,,,50.0,,2023-02-15 05:21:03+00:00
23889,,,26.0,,2023-02-15 05:23:44+00:00
23893,,,50.0,,2023-02-15 05:26:24+00:00
23897,,,52.0,,2023-02-15 05:29:11+00:00
23903,,,53.0,,2023-02-15 05:31:45+00:00
23905,,,28.0,,2023-02-15 05:34:25+00:00
23911,,,38.0,,2023-02-15 05:37:04+00:00
23913,,,55.0,,2023-02-15 05:39:44+00:00
23917,,,32.0,,2023-02-15 05:42:25+00:00
23921,,,62.0,,2023-02-15 05:45:05+00:00
23925,,,71.0,,2023-02-15 05:47:45+00:00
23929,,,66.0,,2023-02-15 05:50:25+00:00
23933,,,60.0,,2023-02-15 05:53:05+00:00
23937,,,48.0,,2023-02-15 05:55:45+00:00
23943,,,70.0,,2023-02-15 05:58:26+00:00
23945,,,73.0,,2023-02-15 06:01:07+00:00
23949,,,44.0,,2023-02-15 06:03:46+00:00
23953,,,67.0,,2023-02-15 06:06:26+00:00
23959,,,57.0,,2023-02-15 06:09:06+00:00
23961,,,37.0,,2023-02-15 06:11:47+00:00
23965,,,75.0,,2023-02-15 06:14:26+00:00
23969,,,75.0,,2023-02-15 06:17:07+00:00
23973,,,42.0,,2023-02-15 06:19:47+00:00
23979,,,69.0,,2023-02-15 06:22:27+00:00
23983,,,48.0,,2023-02-15 06:25:07+00:00
23987,,,90.0,,2023-02-15 06:27:47+00:00
23989,,,59.0,,2023-02-15 06:30:27+00:00
23995,,,59.0,,2023-02-15 06:33:07+00:00
23999,,,44.0,,2023-02-15 06:35:48+00:00
24003,,,34.0,,2023-02-15 06:38:28+00:00
24005,,,47.0,,2023-02-15 06:41:08+00:00
24009,,,47.0,,2023-02-15 06:43:48+00:00
24015,,,53.0,,2023-02-15 06:46:28+00:00
24019,,,37.0,,2023-02-15 06:49:09+00:00
24023,,,52.0,,2023-02-15 06:51:48+00:00
24025,,,41.0,,2023-02-15 06:54:29+00:00
24031,,,42.0,,2023-02-15 06:57:09+00:00
24035,,,39.0,,2023-02-15 06:59:48+00:00
24037,,,38.0,,2023-02-15 07:02:29+00:00
24041,,,29.0,,2023-02-15 07:05:10+00:00
24047,,,46.0,,2023-02-15 07:07:50+00:00
24051,,,22.0,,2023-02-15 07:10:29+00:00
24053,,,47.0,,2023-02-15 07:13:10+00:00
24057,,,37.0,,2023-02-15 07:15:50+00:00
24063,,,30.0,,2023-02-15 07:18:30+00:00
24067,,,25.0,,2023-02-15 07:21:11+00:00
24069,,,44.0,,2023-02-15 07:23:50+00:00
24075,,,65.0,,2023-02-15 07:26:30+00:00
24077,,,22.0,,2023-02-15 07:29:11+00:00
24081,,,47.0,,2023-02-15 07:31:51+00:00
24085,,,35.0,,2023-02-15 07:34:31+00:00
24089,,,50.0,,2023-02-15 07:37:11+00:00
24093,,,55.0,,2023-02-15 07:39:51+00:00
24097,,,31.0,,2023-02-15 07:42:32+00:00
24103,,,47.0,,2023-02-15 07:45:11+00:00
24105,,,59.0,,2023-02-15 07:47:51+00:00
24109,,,59.0,,2023-02-15 07:50:32+00:00
24113,,,64.0,,2023-02-15 07:53:12+00:00
24117,,,44.0,,2023-02-15 07:55:51+00:00
24121,,,53.0,,2023-02-15 07:58:32+00:00
24127,,,46.0,,2023-02-15 08:01:12+00:00
24131,,,44.0,,2023-02-15 08:03:54+00:00
24133,,,32.0,,2023-02-15 08:06:33+00:00
24139,,,36.0,,2023-02-15 08:09:13+00:00
24141,,,45.0,,2023-02-15 08:11:53+00:00
24147,,,25.0,,2023-02-15 08:14:33+00:00
24151,,,28.0,,2023-02-15 08:17:13+00:00
24153,,,27.0,,2023-02-15 08:19:53+00:00
24157,,,27.0,,2023-02-15 08:22:33+00:00
24163,,,11.0,,2023-02-15 08:25:13+00:00
24167,,,25.0,,2023-02-15 08:27:54+00:00
24169,,,18.0,,2023-02-15 08:30:35+00:00
24175,,,17.0,,2023-02-15 08:33:14+00:00
24179,,,10.0,,2023-02-15 08:35:54+00:00
24183,,,34.0,,2023-02-15 08:38:35+00:00
24187,,,20.0,,2023-02-15 08:41:15+00:00
24189,,,33.0,,2023-02-15 08:43:55+00:00
24193,,,24.0,,2023-02-15 08:46:35+00:00
24197,,,39.0,,2023-02-15 08:49:16+00:00
24201,,,19.0,,2023-02-15 08:51:55+00:00
24207,,,17.0,,2023-02-15 08:54:35+00:00
24211,,,22.0,,2023-02-15 08:57:16+00:00
24213,,,29.0,,2023-02-15 08:59:56+00:00
24219,,,15.0,,2023-02-15 09:02:36+00:00
24221,,,14.0,,2023-02-15 09:05:16+00:00
24225,,,11.0,,2023-02-15 09:07:56+00:00
24229,,,23.0,,2023-02-15 09:10:36+00:00
24235,,,12.0,,2023-02-15 09:13:17+00:00
24239,,,17.0,,2023-02-15 09:15:57+00:00
24241,,,17.0,,2023-02-15 09:18:37+00:00
24247,,,17.0,,2023-02-15 09:21:17+00:00
24251,,,22.0,,2023-02-15 09:23:57+00:00
24253,,,25.0,,2023-02-15 09:26:37+00:00
24257,,,13.0,,2023-02-15 09:29:18+00:00
24261,,,14.0,,2023-02-15 09:31:57+00:00
24265,,,16.0,,2023-02-15 09:34:37+00:00
24271,,,12.0,,2023-02-15 09:37:18+00:00
24275,,,16.0,,2023-02-15 09:39:57+00:00
24277,,,18.0,,2023-02-15 09:42:38+00:00
24281,,,14.0,,2023-02-15 09:45:19+00:00
24287,,,18.0,,2023-02-15 09:47:58+00:00
24289,,,18.0,,2023-02-15 09:50:39+00:00
24295,,,17.0,,2023-02-15 09:53:19+00:00
24297,,,16.0,,2023-02-15 09:55:58+00:00
24301,,,15.0,,2023-02-15 09:58:38+00:00
24307,,,13.0,,2023-02-15 10:01:19+00:00
24311,,,23.0,,2023-02-15 10:04:00+00:00
24313,,,15.0,,2023-02-15 10:06:39+00:00
24317,,,32.0,,2023-02-15 10:09:20+00:00
24323,,,16.0,,2023-02-15 10:11:59+00:00
24325,,,14.0,,2023-02-15 10:14:39+00:00
24331,,,8.0,,2023-02-15 10:17:20+00:00
24335,,,13.0,,2023-02-15 10:20:00+00:00
24339,,,10.0,,2023-02-15 10:22:42+00:00
24343,,,24.0,,2023-02-15 10:25:21+00:00
24347,,,10.0,,2023-02-15 10:28:00+00:00
24351,,,12.0,,2023-02-15 10:30:41+00:00
24353,,,28.0,,2023-02-15 10:33:21+00:00
24359,,,9.0,,2023-02-15 10:36:01+00:00
24363,,,11.0,,2023-02-15 10:38:41+00:00
24367,,,16.0,,2023-02-15 10:41:21+00:00
24369,,,12.0,,2023-02-15 10:44:01+00:00
24375,,,29.0,,2023-02-15 10:46:41+00:00
24379,,,19.0,,2023-02-15 10:49:22+00:00
24381,,,16.0,,2023-02-15 10:52:02+00:00
24387,,,15.0,,2023-02-15 10:54:42+00:00
24389,,,13.0,,2023-02-15 10:57:22+00:00
24395,,,20.0,,2023-02-15 11:00:02+00:00
24399,,,12.0,,2023-02-15 11:02:44+00:00
24401,,,37.0,,2023-02-15 11:05:23+00:00
24407,,,12.0,,2023-02-15 11:08:03+00:00
24411,,,11.0,,2023-02-15 11:10:43+00:00
24413,,,15.0,,2023-02-15 11:13:23+00:00
24419,,,15.0,,2023-02-15 11:16:03+00:00
24423,,,24.0,,2023-02-15 11:18:44+00:00
24425,,,24.0,,2023-02-15 11:21:23+00:00
24429,,,34.0,,2023-02-15 11:24:03+00:00
24435,,,24.0,,2023-02-15 11:26:44+00:00
24439,,,27.0,,2023-02-15 11:29:24+00:00
24443,,,30.0,,2023-02-15 11:32:03+00:00
24447,,,19.0,,2023-02-15 11:34:44+00:00
24449,,,22.0,,2023-02-15 11:37:25+00:00
24453,,,27.0,,2023-02-15 11:40:06+00:00
24459,,,17.0,,2023-02-15 11:42:44+00:00
24461,,,14.0,,2023-02-15 11:45:25+00:00
24465,,,15.0,,2023-02-15 11:48:05+00:00
24471,,,14.0,,2023-02-15 11:50:44+00:00
24475,,,19.0,,2023-02-15 11:53:25+00:00
24479,,,21.0,,2023-02-15 11:56:05+00:00
24483,,,14.0,,2023-02-15 11:58:45+00:00
24485,,,34.0,,2023-02-15 12:01:26+00:00
24491,,,17.0,,2023-02-15 12:04:06+00:00
24495,,,12.0,,2023-02-15 12:06:46+00:00
24497,,,13.0,,2023-02-15 12:09:26+00:00
24501,,,18.0,,2023-02-15 12:12:06+00:00
24507,,,28.0,,2023-02-15 12:14:46+00:00
24509,,,16.0,,2023-02-15 12:17:27+00:00
24515,,,17.0,,2023-02-15 12:20:07+00:00
24517,,,14.0,,2023-02-15 12:22:47+00:00
24523,,,23.0,,2023-02-15 12:25:27+00:00
24527,,,18.0,,2023-02-15 12:28:07+00:00
24529,,,15.0,,2023-02-15 12:30:47+00:00
24535,,,24.0,,2023-02-15 12:33:27+00:00
24539,,,15.0,,2023-02-15 12:36:07+00:00
24541,,,23.0,,2023-02-15 12:38:48+00:00
24547,,,11.0,,2023-02-15 12:41:28+00:00
24549,,,13.0,,2023-02-15 12:44:07+00:00
24553,,,18.0,,2023-02-15 12:46:48+00:00
24557,,,22.0,,2023-02-15 12:49:28+00:00
24563,,,11.0,,2023-02-15 12:52:08+00:00
24567,,,22.0,,2023-02-15 12:54:49+00:00
24571,,,10.0,,2023-02-15 12:57:28+00:00
24573,,,7.0,,2023-02-15 13:00:09+00:00
24577,,,20.0,,2023-02-15 13:02:49+00:00
24581,,,8.0,,2023-02-15 13:05:29+00:00
24585,,,23.0,,2023-02-15 13:08:09+00:00
24591,,,6.0,,2023-02-15 13:10:50+00:00
24595,,,18.0,,2023-02-15 13:13:29+00:00
24599,,,7.0,,2023-02-15 13:16:09+00:00
24603,,,14.0,,2023-02-15 13:18:52+00:00
24607,,,17.0,,2023-02-15 13:21:30+00:00
24611,,,6.0,,2023-02-15 13:24:10+00:00
24613,,,9.0,,2023-02-15 13:26:50+00:00
24619,,,12.0,,2023-02-15 13:29:30+00:00
24621,,,15.0,,2023-02-15 13:32:11+00:00
24625,,,12.0,,2023-02-15 13:34:50+00:00
24629,,,16.0,,2023-02-15 13:37:31+00:00
24635,,,7.0,,2023-02-15 13:40:11+00:00
24637,,,17.0,,2023-02-15 13:42:51+00:00
24641,,,11.0,,2023-02-15 13:45:31+00:00
24645,,,11.0,,2023-02-15 13:48:11+00:00
24649,,,8.0,,2023-02-15 13:50:51+00:00
24655,,,7.0,,2023-02-15 13:53:32+00:00
24657,,,16.0,,2023-02-15 13:56:11+00:00
24661,,,5.0,,2023-02-15 13:58:51+00:00
24665,,,9.0,,2023-02-15 14:01:32+00:00
24671,,,5.0,,2023-02-15 14:04:12+00:00
24675,,,14.0,,2023-02-15 14:06:53+00:00
24679,,,8.0,,2023-02-15 14:09:33+00:00
24683,,,31.0,,2023-02-15 14:12:13+00:00
24687,,,5.0,,2023-02-15 14:14:53+00:00
24691,,,8.0,,2023-02-15 14:17:33+00:00
24693,,,5.0,,2023-02-15 14:20:13+00:00
24699,,,21.0,,2023-02-15 14:22:53+00:00
24703,,,37.0,,2023-02-15 14:25:34+00:00
24705,,,7.0,,2023-02-15 14:28:14+00:00
24709,,,24.0,,2023-02-15 14:30:54+00:00
24713,,,9.0,,2023-02-15 14:33:34+00:00
24719,,,7.0,,2023-02-15 14:36:13+00:00
24723,,,17.0,,2023-02-15 14:38:54+00:00
24725,,,6.0,,2023-02-15 14:41:34+00:00
24731,,,12.0,,2023-02-15 14:44:15+00:00
24735,,,7.0,,2023-02-15 14:46:55+00:00
24737,,,7.0,,2023-02-15 14:49:35+00:00
24741,,,17.0,,2023-02-15 14:52:14+00:00
24747,,,6.0,,2023-02-15 14:54:55+00:00
24749,,,12.0,,2023-02-15 14:57:35+00:00
24753,,,11.0,,2023-02-15 15:00:15+00:00
24757,,,19.0,,2023-02-15 15:02:56+00:00
24761,,,3.0,,2023-02-15 15:05:36+00:00
24765,,,7.0,,2023-02-15 15:08:15+00:00
24769,,,5.0,,2023-02-15 15:10:56+00:00
24775,,,23.0,,2023-02-15 15:13:36+00:00
24779,,,33.0,,2023-02-15 15:16:16+00:00
24781,,,14.0,,2023-02-15 15:18:56+00:00
24787,,,9.0,,2023-02-15 15:21:37+00:00
24791,,,8.0,,2023-02-15 15:24:17+00:00
24795,,,9.0,,2023-02-15 15:26:56+00:00
24797,,,4.0,,2023-02-15 15:29:37+00:00
24803,,,8.0,,2023-02-15 15:32:17+00:00
24807,,,30.0,,2023-02-15 15:34:57+00:00
24809,,,19.0,,2023-02-15 15:37:38+00:00
24815,,,12.0,,2023-02-15 15:40:18+00:00
24817,,,27.0,,2023-02-15 15:42:58+00:00
24821,,,13.0,,2023-02-15 15:45:38+00:00
24827,,,12.0,,2023-02-15 15:48:18+00:00
24829,,,9.0,,2023-02-15 15:50:58+00:00
24833,,,10.0,,2023-02-15 15:53:38+00:00
24837,,,18.0,,2023-02-15 15:56:19+00:00
24841,,,11.0,,2023-02-15 15:58:59+00:00
24845,,,13.0,,2023-02-15 16:01:39+00:00
24849,,,50.0,,2023-02-15 16:04:19+00:00
24855,,,15.0,,2023-02-15 16:06:59+00:00
24859,,,22.0,,2023-02-15 16:09:39+00:00
24863,,,14.0,,2023-02-15 16:12:20+00:00
24865,,,18.0,,2023-02-15 16:15:00+00:00
24869,,,39.0,,2023-02-15 16:17:40+00:00
24873,,,32.0,,2023-02-15 16:20:23+00:00
24879,,,27.0,,2023-02-15 16:23:00+00:00
24883,,,9.0,,2023-02-15 16:25:40+00:00
24887,,,23.0,,2023-02-15 16:28:20+00:00
24889,,,16.0,,2023-02-15 16:31:00+00:00
24895,,,24.0,,2023-02-15 16:33:41+00:00
24897,,,22.0,,2023-02-15 16:36:20+00:00
24901,,,30.0,,2023-02-15 16:39:01+00:00
24907,,,26.0,,2023-02-15 16:41:41+00:00
24909,,,34.0,,2023-02-15 16:44:21+00:00
24913,,,26.0,,2023-02-15 16:47:02+00:00
24919,,,39.0,,2023-02-15 16:49:41+00:00
24921,,,23.0,,2023-02-15 16:52:22+00:00
24927,,,14.0,,2023-02-15 16:55:07+00:00
24929,,,16.0,,2023-02-15 16:57:41+00:00
24933,,,18.0,,2023-02-15 17:00:25+00:00
24939,,,30.0,,2023-02-15 17:03:04+00:00
24943,,,24.0,,2023-02-15 17:05:42+00:00
24947,,,24.0,,2023-02-15 17:08:24+00:00
24949,,,19.0,,2023-02-15 17:11:08+00:00
24955,,,37.0,,2023-02-15 17:13:43+00:00
24959,,,22.0,,2023-02-15 17:16:22+00:00
24963,,,21.0,,2023-02-15 17:19:03+00:00
24967,,,22.0,,2023-02-15 17:21:44+00:00
24971,,,15.0,,2023-02-15 17:24:23+00:00
24973,,,53.0,,2023-02-15 17:27:05+00:00
24979,,,30.0,,2023-02-15 17:29:45+00:00
24981,,,37.0,,2023-02-15 17:32:23+00:00
24987,,,53.0,,2023-02-15 17:35:03+00:00
24989,,,27.0,,2023-02-15 17:37:45+00:00
24995,,,51.0,,2023-02-15 17:40:24+00:00
24999,,,28.0,,2023-02-15 17:43:05+00:00
25003,,,51.0,,2023-02-15 17:45:45+00:00
25005,,,70.0,,2023-02-15 17:48:25+00:00
25009,,,18.0,,2023-02-15 17:51:05+00:00
25015,,,21.0,,2023-02-15 17:53:45+00:00
25017,,,23.0,,2023-02-15 17:56:25+00:00
25021,,,38.0,,2023-02-15 17:59:05+00:00
25027,,,29.0,,2023-02-15 18:01:45+00:00
25031,,,44.0,,2023-02-15 18:04:26+00:00
25033,,,42.0,,2023-02-15 18:07:06+00:00
25039,,,31.0,,2023-02-15 18:09:46+00:00
25041,,,20.0,,2023-02-15 18:12:28+00:00
25047,,,21.0,,2023-02-15 18:15:06+00:00
25051,,,17.0,,2023-02-15 18:17:46+00:00
25053,,,18.0,,2023-02-15 18:20:26+00:00
25057,,,17.0,,2023-02-15 18:23:06+00:00
25061,,,18.0,,2023-02-15 18:25:47+00:00
25067,,,29.0,,2023-02-15 18:28:27+00:00
25069,,,43.0,,2023-02-15 18:31:07+00:00
25075,,,12.0,,2023-02-15 18:33:48+00:00
25077,,,15.0,,2023-02-15 18:36:28+00:00
25083,,,12.0,,2023-02-15 18:39:08+00:00
25085,,,27.0,,2023-02-15 18:41:48+00:00
25089,,,28.0,,2023-02-15 18:44:27+00:00
25095,,,29.0,,2023-02-15 18:47:08+00:00
25099,,,10.0,,2023-02-15 18:49:48+00:00
25101,,,12.0,,2023-02-15 18:52:27+00:00
25107,,,15.0,,2023-02-15 18:55:08+00:00
25109,,,35.0,,2023-02-15 18:57:49+00:00
25113,,,14.0,,2023-02-15 19:00:28+00:00
25119,,,14.0,,2023-02-15 19:03:08+00:00
25121,,,63.0,,2023-02-15 19:05:49+00:00
25127,,,24.0,,2023-02-15 19:08:29+00:00
25131,,,10.0,,2023-02-15 19:11:08+00:00
25135,,,21.0,,2023-02-15 19:13:49+00:00
25137,,,28.0,,2023-02-15 19:16:29+00:00
25141,,,29.0,,2023-02-15 19:19:09+00:00
25147,,,39.0,,2023-02-15 19:21:50+00:00
25151,,,8.0,,2023-02-15 19:24:30+00:00
25153,,,33.0,,2023-02-15 19:27:10+00:00
25157,,,18.0,,2023-02-15 19:29:50+00:00
25161,,,18.0,,2023-02-15 19:32:30+00:00
25167,,,17.0,,2023-02-15 19:35:10+00:00
25171,,,15.0,,2023-02-15 19:37:50+00:00
25175,,,12.0,,2023-02-15 19:40:30+00:00
25179,,,17.0,,2023-02-15 19:43:11+00:00
25181,,,21.0,,2023-02-15 19:45:54+00:00
25185,,,16.0,,2023-02-15 19:48:31+00:00
25191,,,52.0,,2023-02-15 19:51:11+00:00
25193,,,29.0,,2023-02-15 19:53:52+00:00
25197,,,33.0,,2023-02-15 19:56:32+00:00
25203,,,28.0,,2023-02-15 19:59:12+00:00
25205,,,15.0,,2023-02-15 20:01:52+00:00
25211,,,8.0,,2023-02-15 20:04:31+00:00
25215,,,25.0,,2023-02-15 20:07:12+00:00
25217,,,11.0,,2023-02-15 20:09:52+00:00
25223,,,19.0,,2023-02-15 20:12:32+00:00
25227,,,16.0,,2023-02-15 20:15:12+00:00
25229,,,19.0,,2023-02-15 20:17:52+00:00
25235,,,28.0,,2023-02-15 20:20:33+00:00
25239,,,12.0,,2023-02-15 20:23:13+00:00
25243,,,27.0,,2023-02-15 20:25:53+00:00
25245,,,18.0,,2023-02-15 20:28:33+00:00
25251,,,42.0,,2023-02-15 20:31:13+00:00
25255,,,33.0,,2023-02-15 20:33:53+00:00
25259,,,11.0,,2023-02-15 20:36:34+00:00
25263,,,46.0,,2023-02-15 20:39:14+00:00
25265,,,22.0,,2023-02-15 20:41:53+00:00
25269,,,20.0,,2023-02-15 20:44:34+00:00
25273,,,27.0,,2023-02-15 20:47:14+00:00
25277,,,46.0,,2023-02-15 20:49:55+00:00
25283,,,17.0,,2023-02-15 20:52:35+00:00
25285,,,19.0,,2023-02-15 20:55:15+00:00
25289,,,9.0,,2023-02-15 20:57:55+00:00
25295,,,30.0,,2023-02-15 21:00:36+00:00
25297,,,15.0,,2023-02-15 21:03:15+00:00
25301,,,15.0,,2023-02-15 21:05:55+00:00
25305,,,26.0,,2023-02-15 21:08:36+00:00
25311,,,9.0,,2023-02-15 21:11:16+00:00
25313,,,34.0,,2023-02-15 21:13:56+00:00
25319,,,20.0,,2023-02-15 21:16:42+00:00
25323,,,51.0,,2023-02-15 21:19:16+00:00
25325,,,11.0,,2023-02-15 21:21:56+00:00
25329,,,17.0,,2023-02-15 21:24:36+00:00
25335,,,15.0,,2023-02-15 21:27:17+00:00
25337,,,18.0,,2023-02-15 21:29:56+00:00
25343,,,13.0,,2023-02-15 21:32:37+00:00
25347,,,11.0,,2023-02-15 21:35:18+00:00
25351,,,10.0,,2023-02-15 21:37:57+00:00
25353,,,14.0,,2023-02-15 21:40:37+00:00
25357,,,15.0,,2023-02-15 21:43:18+00:00
25363,,,40.0,,2023-02-15 21:45:57+00:00
25367,,,20.0,,2023-02-15 21:48:38+00:00
25369,,,17.0,,2023-02-15 21:51:18+00:00
25375,,,22.0,,2023-02-15 21:53:58+00:00
25377,,,25.0,,2023-02-15 21:56:38+00:00
25383,,,35.0,,2023-02-15 21:59:18+00:00
25387,,,8.0,,2023-02-15 22:01:59+00:00
25391,,,22.0,,2023-02-15 22:04:38+00:00
25393,,,23.0,,2023-02-15 22:07:19+00:00
25397,,,18.0,,2023-02-15 22:09:59+00:00
25401,,,16.0,,2023-02-15 22:12:39+00:00
25407,,,17.0,,2023-02-15 22:15:19+00:00
25409,,,56.0,,2023-02-15 22:17:59+00:00
25413,,,27.0,,2023-02-15 22:20:40+00:00
25419,,,11.0,,2023-02-15 22:23:19+00:00
25421,,,34.0,,2023-02-15 22:26:00+00:00
25425,,,29.0,,2023-02-15 22:28:40+00:00
25431,,,36.0,,2023-02-15 22:31:20+00:00
25433,,,28.0,,2023-02-15 22:34:00+00:00
25439,,,51.0,,2023-02-15 22:36:41+00:00
25443,,,81.0,,2023-02-15 22:39:21+00:00
25447,,,58.0,,2023-02-15 22:42:01+00:00
25449,,,67.0,,2023-02-15 22:44:41+00:00
25453,,,47.0,,2023-02-15 22:47:21+00:00
25459,,,66.0,,2023-02-15 22:50:01+00:00
25461,,,200.0,,2023-02-15 22:52:41+00:00
25465,,,109.0,,2023-02-15 22:55:21+00:00
25471,,,122.0,,2023-02-15 22:58:26+00:00
25475,,,122.0,,2023-02-15 22:59:14+00:00
25479,,,242.0,,2023-02-15 23:00:42+00:00
25481,,,207.0,,2023-02-15 23:03:22+00:00
25485,,,185.0,,2023-02-15 23:06:02+00:00
25491,,,253.0,,2023-02-15 23:08:42+00:00
25493,,,282.0,,2023-02-15 23:11:22+00:00
25497,,,279.0,,2023-02-15 23:14:02+00:00
